|      x |      y |        Pixel Value |          Magnitude |   Local Background | Size of Source (Total Pixel Count) |
| 1112.0 | 1849.0 |  33801.75902061863 | 13.977651746859815 | 3425.3079896907216 |                              293.0 |
| 2167.0 | 1934.0 |  41253.20197044336 | 13.761355842383566 |  3423.512315270936 |                              349.0 |
| 2201.0 | 1490.0 | 16843.476415094337 | 14.733920668065544 |  3426.737421383648 |                              177.0 |
| 2363.0 | 3752.0 |   47996.2033983008 |  13.59698278720581 |  3417.991504247876 |                             1201.0 |
|  518.0 | 2653.0 |  65436.45482110372 |   13.2604505941448 | 3423.6130988477867 |                              973.0 |
|  783.0 | 2873.0 | 26781.993662864435 | 14.230392742642236 | 3431.3891001267425 |                              293.0 |
| 1956.0 | 2093.0 | 28831.210062893108 | 14.150342824084214 |  3421.504402515723 |                              293.0 |
| 2223.0 | 2717.0 |  32563.45903771138 | 14.018173671527077 | 3424.3602080624187 |                              293.0 |
| 1483.0 |  794.0 | 16376.114329268225 | 14.764472845808157 |  3427.202743902439 |                              177.0 |
|  932.0 | 1144.0 |  37069.38323353301 | 13.877461599432538 | 3426.1077844311376 |                              349.0 |
|  594.0 | 1613.0 | 27047.028220859007 | 14.219701114580525 |  3423.170552147239 |                              293.0 |
| 1196.0 | 2267.0 | 47148.421989528695 | 13.616332095212096 |  3427.050261780105 |                              489.0 |
| 1918.0 | 3965.0 | 56341.778181818314 | 13.422923626320017 | 3425.1563636363635 |                              577.0 |
|  743.0 | 1179.0 |  49919.53819036437 | 13.554323602499988 | 3427.5640423031728 |                              421.0 |
|  920.0 | 4279.0 | 14848.426626323722 | 14.870798906894992 |  3421.963691376702 |                              177.0 |
|  363.0 | 2221.0 |   37351.7612826603 | 13.869222286675956 |  3425.642517814727 |                              349.0 |
|  473.0 | 2984.0 |  27330.36781609198 | 14.208386308673198 | 3425.9885057471265 |                              293.0 |
| 1170.0 | 2360.0 | 21254.417462482932 | 14.481376984010568 |  3423.918144611187 |                              225.0 |
| 1575.0 |  564.0 |  52925.54819277092 | 13.490836587363845 | 3422.9497991967874 |                              489.0 |
|  723.0 | 2226.0 |  58012.00678733038 | 13.391205277220966 | 3426.8574660633485 |                              421.0 |
|  477.0 | 4318.0 |  43201.64363277401 | 13.711249324683497 |  3426.665350444225 |                              489.0 |
| 2129.0 | 2181.0 |  46636.13847780111 |  13.62819354202114 |  3421.550739957717 |                              421.0 |
| 2245.0 |  203.0 | 28857.470718231983 | 14.149354340872415 |  3413.990055248619 |                              349.0 |
| 1951.0 | 2757.0 | 115090.96534653567 | 12.647396917992136 |  3427.604667609618 |                             3521.0 |
| 1030.0 |  374.0 |   30199.3455019556 | 14.100006173068154 |  3430.749674054759 |                              293.0 |
| 1559.0 | 1777.0 |  45616.19804400974 | 13.652202286321966 | 3423.8533007334963 |                              349.0 |
| 2278.0 | 3171.0 | 14796.575427682721 | 14.874596969106673 |  3424.426127527216 |                              177.0 |
| 2289.0 | 3506.0 | 19699.372576177237 |  14.56386901467766 | 3423.8961218836566 |                              225.0 |
|  214.0 |  715.0 | 32669.521893491037 | 14.014643053047553 |  3428.007100591716 |                              349.0 |
| 1801.0 | 2116.0 | 51855.822072071955 | 13.513006191156183 |   3421.34009009009 |                              421.0 |
| 1119.0 | 2796.0 |  43389.86471663625 | 13.706529259841176 | 3433.9378427787933 |                              577.0 |
| 1161.0 | 1673.0 |  31322.86802030448 | 14.060346198562172 | 3423.1472081218276 |                              293.0 |
| 2416.0 | 2313.0 | 25018.735991379246 |  14.30433658930794 | 3423.8890086206898 |                              349.0 |
| 1575.0 | 3585.0 | 46398.107115531806 | 13.633749342042108 | 3437.6166794185156 |                              749.0 |
| 1626.0 | 1674.0 | 14663.466321243555 | 14.884408384905363 |  3420.544041450777 |                              137.0 |
|  697.0 |  508.0 | 28289.890160182957 | 14.170921846885893 |  3430.816933638444 |                              349.0 |
| 2061.0 |  995.0 | 22354.504076086916 |  14.42658740075781 | 3413.7133152173915 |                              225.0 |
|  951.0 | 1991.0 | 16501.460949464003 | 14.756194010040549 | 3422.8392036753444 |                              177.0 |
|  511.0 | 1522.0 | 48605.327000575606 | 13.583290326835275 | 3428.1232009211285 |                             1085.0 |
|  280.0 |  760.0 |  77945.00304645859 |  13.07052930410352 |  3428.814166031988 |                              861.0 |
|  818.0 | 1637.0 |  35790.01648351643 | 13.915595253976193 |  3423.631868131868 |                              489.0 |
|  883.0 |  437.0 | 30610.247422680375 | 14.085332899963664 | 3427.8762886597938 |                              293.0 |
|  813.0 | 2814.0 | 14753.043478260865 | 14.877795944219919 | 3430.4086956521737 |                              225.0 |
| 2058.0 | 2573.0 |  21897.38411316648 | 14.449019408455893 | 3424.6550598476606 |                              349.0 |
|  959.0 | 1117.0 | 29703.761415525107 | 14.117971380194126 |  3427.115296803653 |                              349.0 |
| 1537.0 | 1859.0 | 20922.446721311542 |  14.49846882348053 |   3420.26912568306 |                              225.0 |
|  989.0 | 2410.0 | 31257.711035267217 | 14.062607070042692 |   3427.35039817975 |                              349.0 |
| 2199.0 | 2109.0 | 29775.143646408804 | 14.115365336603542 |  3420.011049723757 |                              349.0 |
| 2231.0 | 2068.0 | 51383.519823788665 | 13.522940373583543 |  3426.409691629956 |                              421.0 |
|  966.0 | 1023.0 |  60055.71714743599 | 13.353614106481336 | 3427.4142628205127 |                              749.0 |
| 1782.0 | 2546.0 |  42498.77294398099 | 13.729059022600762 | 3425.8039332538738 |                              973.0 |
| 2279.0 | 4007.0 | 17451.185714285704 | 14.695437649315444 | 3420.8238095238094 |                              177.0 |
| 2143.0 | 4258.0 | 31080.042606516276 | 14.068795986279945 | 3417.7268170426064 |                              293.0 |
|  267.0 | 3485.0 |  22602.48355663824 | 14.414609595086874 |  3423.923264311815 |                              293.0 |
| 2156.0 | 3048.0 | 14616.547738693422 |  14.88788797663283 | 3427.4036850921275 |                              177.0 |
| 2411.0 |  499.0 | 15344.161205766723 |   14.8351421186284 | 3415.4259501965926 |                              225.0 |
| 1148.0 | 4001.0 | 37661.084858569084 | 13.860267934822268 | 3423.8785357737106 |                              577.0 |
| 2220.0 | 3736.0 | 20908.272727272706 |  14.49920460901259 |  3423.818181818182 |                              293.0 |
|  924.0 |  689.0 |  37134.68894289178 | 13.875550523955008 | 3429.1470230862697 |                              349.0 |
| 2012.0 | 3312.0 |  23806.20575221232 | 14.358274543006653 |  3429.254424778761 |                              349.0 |
|  359.0 | 4109.0 | 12872.525267993915 | 15.025840617514772 |  3426.398162327718 |                              177.0 |
| 1660.0 | 4392.0 | 41640.904807692394 | 13.751199605881734 | 3421.6259615384615 |                              489.0 |
| 1340.0 | 3536.0 | 23848.494887525216 | 14.356347561755559 | 3441.9038854805726 |                             1597.0 |
| 2191.0 | 2878.0 |  24479.58790593501 | 14.327989743653289 |  3423.852183650616 |                              349.0 |
| 2201.0 | 3471.0 |  40054.35737352003 |  13.79337557907803 | 3424.7093649085036 |                              421.0 |
| 2000.0 | 1326.0 |  24979.07475490193 | 14.306059130705593 |  3421.361519607843 |                              293.0 |
| 1770.0 | 3154.0 | 12282.683266932378 |  15.07676686785591 | 3442.1812749003984 |                              421.0 |
| 1850.0 | 1550.0 | 29092.285873192362 | 14.140555383792691 | 3419.6496106785316 |                              349.0 |
| 1950.0 | 2401.0 | 12311.957219251373 | 15.074182255576952 | 3424.6791443850266 |                              137.0 |
| 1525.0 | 3561.0 | 14405.755428571487 |  14.90365990665611 | 3440.1554285714287 |                              349.0 |
| 2216.0 | 4193.0 | 18390.853099730448 | 14.638495311500758 |  3417.769541778976 |                              225.0 |
| 1322.0 | 2395.0 | 11894.641993957688 | 15.111621562164405 | 3426.0528700906343 |                              177.0 |
| 1891.0 | 1397.0 |  32253.38192090392 |  14.02856185198408 |  3419.116384180791 |                              349.0 |
|  636.0 | 3579.0 | 25333.090277777752 | 14.290779573024116 | 3428.3263888888887 |                              349.0 |
|  263.0 | 1897.0 | 13824.469767441857 | 14.948378792280614 |  3421.986046511628 |                              177.0 |
| 1202.0 | 2900.0 | 20065.774826789973 |  14.54386016402143 | 3435.0866050808313 |                              349.0 |
| 2328.0 | 3350.0 | 21622.879919273546 | 14.462716158732732 |  3431.313824419778 |                              421.0 |
|  820.0 |  523.0 |  23579.15044247778 | 14.368679616506764 | 3432.7256637168143 |                              489.0 |
| 1654.0 | 1854.0 |  16604.81690140837 | 14.749414772332976 | 3421.6338028169016 |                              177.0 |
| 1376.0 | 2550.0 | 12142.700228832895 | 15.089211816083623 |  3424.379862700229 |                              293.0 |
|  455.0 | 3989.0 | 13771.990654205554 | 14.952508201708335 |  3425.576323987539 |                              177.0 |
| 2006.0 | 2101.0 |  24875.79323308263 |  14.31055765421861 | 3421.2669172932333 |                              293.0 |
| 1833.0 | 3973.0 | 16384.465818759985 |  14.76391928328513 |  3425.697933227345 |                              177.0 |
| 1736.0 |  507.0 | 14554.816109422478 |  14.89248319304276 | 3416.5547112462004 |                              177.0 |
| 1753.0 | 1284.0 |  23243.22901849216 | 14.384258846524014 | 3419.2745376955904 |                              225.0 |
| 1976.0 | 2115.0 | 19501.311989100883 | 14.574840424098891 | 3419.9141689373296 |                              225.0 |
| 1709.0 | 2886.0 | 23888.717136150226 | 14.354517929900151 | 3435.5223004694835 |                              349.0 |
| 1850.0 | 3095.0 | 12142.503888024832 | 15.089229371984967 |  3433.692068429238 |                              177.0 |
| 1489.0 | 3497.0 | 24197.996446023695 | 14.340551478484654 |  3438.525988449578 |                             1597.0 |
| 2348.0 | 2008.0 |    37366.191793042 | 13.868802903458821 |  3425.958073148974 |                              577.0 |
| 2087.0 | 1806.0 | 14812.355140186846 | 14.873439709694743 |  3419.766355140187 |                              177.0 |
| 2336.0 |  530.0 | 19522.306451612967 | 14.573672185418893 | 3411.6075268817203 |                              225.0 |
|  759.0 | 1236.0 | 42322.659574468154 | 13.733567622149604 |  3424.368794326241 |                              489.0 |
| 1604.0 | 3563.0 | 10971.705005324911 | 15.199314694311559 | 3437.6656017039404 |                              349.0 |
| 1204.0 | 3896.0 | 14866.565354330698 | 14.869473389044314 |  3429.256692913386 |                              177.0 |
|  442.0 | 1316.0 | 18926.111111111124 | 14.607346536470736 | 3422.5061728395062 |                              225.0 |
|  972.0 | 3718.0 | 23801.226041666698 | 14.358501677798202 |  3431.961458333333 |                              421.0 |
| 2185.0 |  258.0 |  20705.44230769237 | 14.509788719262573 |  3412.326923076923 |                              225.0 |
